	mass A			
t	x	y	v	
0,033	6,068E−3	0,288	
0,067	1,058E−2	0,288	0,136
0,100	1,508E−2	0,287	0,239
0,133	2,639E−2	0,286	0,256
0,167	3,194E−2	0,284	0,224
0,200	4,101E−2	0,283	0,324
0,233	5,338E−2	0,282	0,329
0,267	6,280E−2	0,280	0,373
0,300	7,794E−2	0,278	0,429
0,333	9,098E−2	0,276	0,428
0,367	0,106	0,273	0,530
0,400	0,126	0,269	0,525
0,433	0,140	0,267	0,617
0,467	0,166	0,261	0,735
0,500	0,189	0,258	0,744
0,533	0,214	0,247	0,822
0,567	0,240	0,238	0,886
0,600	0,269	0,227	1,002
0,633	0,303	0,216	1,064
0,667	0,337	0,206	1,087
0,700	0,374	0,203	1,157
0,733	0,414	0,201	1,151
0,767	0,451	0,207	1,120
0,800	0,487	0,216	1,089
0,833	0,521	0,225	1,033
0,867	0,554	0,232	0,995
0,900	0,586	0,240	0,921
0,933	0,615	0,239	0,926
0,967	0,647	0,237	0,963
1,000	0,679	0,233	0,955
1,033	0,711	0,229	0,997
1,067	0,745	0,222	1,088
1,100	0,782	0,218	1,096
1,133	0,816	0,210	1,107
1,167	0,855	0,203	1,169
1,200	0,894	0,198	1,206
1,233	0,934	0,194	1,300
1,267	0,980	0,192	1,271
1,300	1,019	0,189	1,226
1,333	1,062	0,188	1,279
1,367	1,104	0,188	1,312
1,400	1,149	0,189	1,302
1,433	1,191	0,185	1,294
1,467	1,235	0,183	1,321
1,500	1,279	0,181	1,333
1,533	1,324	0,178	
1,567	1,356		
