	mass A			
t	x	y	v	
0,000	−1,002E−4	0,291	
0,033	2,146E−3	0,290	8,110E−2
0,067	5,014E−3	0,289	0,106
0,100	8,956E−3	0,288	0,145
0,133	1,455E−2	0,287	0,196
0,167	2,193E−2	0,286	0,238
0,200	3,035E−2	0,286	0,277
0,233	4,019E−2	0,284	0,288
0,267	4,922E−2	0,282	0,315
0,300	6,086E−2	0,280	0,366
0,333	7,333E−2	0,279	0,371
0,367	8,542E−2	0,277	0,451
0,400	0,103	0,273	0,527
0,433	0,120	0,269	0,512
0,467	0,136	0,267	0,575
0,500	0,158	0,263	0,676
0,533	0,180	0,257	0,716
0,567	0,203	0,249	0,776
0,600	0,229	0,240	0,870
0,633	0,258	0,229	0,942
0,667	0,288	0,219	1,037
0,700	0,323	0,208	1,120
0,733	0,361	0,200	1,151
0,767	0,400	0,199	1,170
0,800	0,439	0,203	1,143
0,833	0,475	0,211	1,090
0,867	0,509	0,220	1,036
0,900	0,542	0,228	1,005
0,933	0,574	0,235	0,962
0,967	0,605	0,235	0,936
1,000	0,637	0,236	0,944
1,033	0,668	0,232	0,959
1,067	0,700	0,228	0,997
1,100	0,734	0,222	1,042
1,133	0,769	0,216	1,066
1,167	0,804	0,210	1,121
1,200	0,842	0,203	1,181
1,233	0,882	0,199	1,208
1,267	0,922	0,194	1,266
1,300	0,966	0,196	1,257
1,333	1,006	0,189	1,250
1,367	1,049	0,187	1,291
1,400	1,092	0,186	1,287
1,433	1,135	0,185	1,316
1,467	1,180	0,184	1,327
1,500	1,223	0,182	1,330
1,533	1,268	0,181	1,368
1,567	1,314	0,176	1,383
1,600	1,360	0,174	
