	mass A			
t	x	y	v	
0,000	3,697E−5	0,300	
0,033	1,943E−3	0,299	0,110
0,067	7,140E−3	0,298	0,173
0,100	1,347E−2	0,298	0,197
0,133	2,024E−2	0,297	0,216
0,167	2,762E−2	0,295	0,238
0,200	3,573E−2	0,294	0,309
0,233	4,807E−2	0,293	0,339
0,267	5,814E−2	0,291	0,316
0,300	6,895E−2	0,290	0,373
0,333	8,278E−2	0,288	0,438
0,367	9,773E−2	0,285	0,520
0,400	0,117	0,281	0,576
0,433	0,135	0,278	0,602
0,467	0,156	0,273	0,653
0,500	0,178	0,267	0,696
0,533	0,201	0,261	0,777
0,567	0,227	0,252	0,841
0,600	0,253	0,240	0,932
0,633	0,286	0,231	1,065
0,667	0,321	0,219	1,120
0,700	0,358	0,212	1,135
0,733	0,396	0,211	1,158
0,767	0,435	0,217	1,155
0,800	0,472	0,224	1,096
0,833	0,506	0,233	1,040
0,867	0,539	0,241	0,944
0,900	0,567	0,250	0,955
0,933	0,602	0,248	0,975
0,967	0,632	0,247	0,914
1,000	0,663	0,245	0,958
1,033	0,695	0,239	1,034
1,067	0,731	0,235	1,085
1,100	0,767	0,229	1,068
1,133	0,801	0,222	1,127
1,167	0,841	0,216	1,157
1,200	0,877	0,209	1,191
1,233	0,919	0,206	1,189
1,267	0,957	0,205	1,256
1,300	1,003	0,201	1,363
1,333	1,047	0,199	1,297
1,367	1,089	0,197	1,273
1,400	1,132	0,198	1,322
1,433	1,177	0,196	1,338
1,467	1,221	0,194	1,318
1,500	1,265	0,192	1,357
1,533	1,312	0,188	1,404
1,567	1,359	0,186	
