	mass A			
t	x	y	v	
0,000	2,148E−3	0,301	
0,033	6,863E−3	0,302	0,162
0,067	1,286E−2	0,300	0,186
0,100	1,907E−2	0,300	0,230
0,133	2,806E−2	0,298	0,288
0,167	3,722E−2	0,293	0,299
0,200	4,717E−2	0,293	0,310
0,233	5,791E−2	0,294	0,371
0,267	7,193E−2	0,293	0,428
0,300	8,624E−2	0,290	0,451
0,333	0,101	0,287	0,482
0,367	0,118	0,284	0,503
0,400	0,134	0,281	0,564
0,433	0,155	0,276	0,682
0,467	0,179	0,271	0,712
0,500	0,201	0,265	0,750
0,533	0,226	0,256	0,806
0,567	0,251	0,245	0,928
0,600	0,285	0,235	1,037
0,633	0,317	0,225	1,076
0,667	0,354	0,216	1,184
0,700	0,394	0,210	1,167
0,733	0,432	0,215	1,132
0,767	0,469	0,222	1,119
0,800	0,505	0,232	1,075
0,833	0,538	0,241	1,025
0,867	0,571	0,247	0,962
0,900	0,601	0,249	0,936
0,933	0,633	0,249	0,946
0,967	0,664	0,246	0,969
1,000	0,698	0,242	1,003
1,033	0,730	0,236	1,044
1,067	0,766	0,229	1,091
1,100	0,801	0,221	1,120
1,133	0,840	0,216	1,187
1,167	0,880	0,208	1,219
1,200	0,921	0,208	1,238
1,233	0,962	0,203	1,280
1,267	1,006	0,200	1,282
1,300	1,047	0,198	1,268
1,333	1,090	0,197	1,313
1,367	1,135	0,196	1,337
1,400	1,179	0,198	1,323
1,433	1,223	0,191	1,348
1,467	1,269	0,189	1,356
1,500	1,313	0,185	1,390
1,533	1,361	0,187	
