	mass A			
t	x	y	v	
0,000	1,169E−3	0,296	
0,033	4,007E−3	0,295	8,602E−2
0,067	6,517E−3	0,294	7,623E−2
0,100	8,989E−3	0,296	0,140
0,133	1,578E−2	0,293	0,217
0,167	2,312E−2	0,293	0,249
0,200	3,231E−2	0,291	0,263
0,233	4,009E−2	0,288	0,326
0,267	5,384E−2	0,288	0,310
0,300	6,069E−2	0,287	0,378
0,333	7,861E−2	0,284	0,490
0,367	9,302E−2	0,282	0,473
0,400	0,110	0,279	0,498
0,433	0,126	0,277	0,536
0,467	0,145	0,271	0,615
0,500	0,165	0,266	0,593
0,533	0,183	0,263	0,718
0,567	0,211	0,253	0,917
0,600	0,241	0,243	0,945
0,633	0,271	0,232	0,988
0,667	0,303	0,222	1,065
0,700	0,339	0,212	1,124
0,733	0,377	0,207	1,153
0,767	0,416	0,207	1,143
0,800	0,453	0,214	1,119
0,833	0,489	0,222	1,081
0,867	0,523	0,231	1,036
0,900	0,556	0,238	0,980
0,933	0,587	0,243	0,937
0,967	0,618	0,243	0,937
1,000	0,650	0,242	0,940
1,033	0,681	0,239	0,948
1,067	0,712	0,234	1,017
1,100	0,748	0,228	1,005
1,133	0,779	0,225	1,084
1,167	0,819	0,215	1,205
1,200	0,857	0,209	1,161
1,233	0,895	0,204	1,212
1,267	0,938	0,199	1,177
1,300	0,974	0,202	1,272
1,333	1,022	0,194	1,359
1,367	1,064	0,193	1,269
1,400	1,107	0,193	1,287
1,433	1,150	0,193	1,278
1,467	1,192	0,192	1,305
1,500	1,237	0,189	1,352
1,533	1,282	0,187	1,356
1,567	1,327	0,184	1,340
1,600	1,371	0,182	
